Time,MarkerID,Cam_X,Cam_Y,Cam_Z,Map_X,Map_Y,Map_Z
1770241727.35443,1,0.823939,-0.225104,2.30843,0.106955,-0.0722617,1.74891
1770241764.49984,2,1.10869,-0.242746,2.29713,0.106339,-0.357009,1.76984
1770241725.58657,1,0.0783244,-0.202891,2.32125,0.106215,0.673353,1.72326
1770241750.01708,0,-0.122386,-0.149089,2.352,0.105437,0.874062,1.6613
1770241764.51788,2,1.10734,-0.24084,2.2945,0.103102,-0.355664,1.76953
1770241764.57438,2,1.11052,-0.237535,2.29567,0.102443,-0.358847,1.76608
1770241728.0226,2,1.03199,-0.240362,2.29408,0.102435,-0.280315,1.76933
1770241725.61968,2,0.130197,-0.212448,2.3106,0.101888,0.621477,1.73689
1770241770.25682,2,0.20315,-0.1851,2.3253,0.100829,0.548522,1.70586
1770241728.05489,2,1.04558,-0.238444,2.29321,0.100734,-0.293911,1.76811
1770241749.77279,2,-0.185527,-0.199141,2.31667,0.100155,0.937199,1.72234
1770241728.887,1,0.932758,-0.220539,2.30193,0.0991308,-0.181087,1.74825
1770241727.32187,1,0.81322,-0.221625,2.30056,0.0984007,-0.0615491,1.74988
1770241770.23658,2,0.229285,-0.181939,2.32417,0.0982757,0.522386,1.7037
1770241725.65357,2,0.13324,-0.209629,2.30764,0.0979093,0.61843,1.73595
1770241743.45612,0,-1.62489,0.0603125,2.467,0.0977944,2.37656,1.42248
1770241764.61951,2,1.10579,-0.235793,2.28936,0.0961136,-0.354122,1.76777
1770241749.82051,2,-0.176539,-0.202773,2.30967,0.0959539,0.928208,1.72901
1770241770.18808,2,0.254584,-0.178713,2.31709,0.0905592,0.497081,1.70449
1770241749.98856,1,-0.121449,-0.147948,2.334,0.0893243,0.873113,1.6694
1770241725.61957,1,0.0782475,-0.198693,2.30333,0.0886304,0.673416,1.72869
1770241764.65333,2,1.10207,-0.232244,2.2808,0.0869325,-0.350411,1.76902
1770241727.27651,2,0.805929,-0.217083,2.28994,0.0869302,-0.0542669,1.75132
1770241743.53419,0,-1.61567,0.0599702,2.453,0.0858896,2.36733,1.42985
1770241770.12486,2,0.309242,-0.176411,2.312,0.0850462,0.442418,1.70508
1770241764.68869,2,1.09829,-0.230714,2.27813,0.0838551,-0.346628,1.76905
1770241725.68765,2,0.136081,-0.205146,2.2928,0.0828416,0.615577,1.73957
1770241749.95487,0,-0.121033,-0.147441,2.326,0.082163,0.872691,1.673
1770241743.55717,0,-1.61106,0.0597991,2.446,0.0799373,2.36272,1.43353
1770241725.65352,1,0.0821249,-0.195758,2.29367,0.0788069,0.669531,1.73103
1770241749.71682,2,-0.209717,-0.191746,2.29578,0.0783718,0.961372,1.7265
1770241725.72228,2,0.140378,-0.20042,2.2893,0.0774377,0.611276,1.73726
1770241764.79014,2,1.09236,-0.22528,2.27367,0.0772516,-0.340707,1.76661
1770241728.08988,1,1.0525,-0.232406,2.26936,0.0770969,-0.30085,1.77494
1770241764.82094,2,1.0942,-0.222902,2.27487,0.0770884,-0.342545,1.76395
1770241728.11625,2,1.06735,-0.22874,2.27087,0.0765612,-0.315693,1.77101
1770241764.71992,2,1.09488,-0.227283,2.27135,0.0762675,-0.343231,1.76951
1770241728.8589,1,0.949273,-0.215718,2.2778,0.075878,-0.19762,1.75627
1770241764.75641,2,1.09393,-0.22596,2.27136,0.0756022,-0.342281,1.76836
1770241725.75318,2,0.144609,-0.195244,2.28736,0.0731567,0.607042,1.73377
1770241770.10556,2,0.334323,-0.177142,2.29682,0.0723301,0.417327,1.71337
1770241749.92205,1,-0.120408,-0.14668,2.314,0.0714209,0.872058,1.6784
1770241749.58753,1,-0.120304,-0.146553,2.312,0.0696305,0.871952,1.6793
1770241728.82368,2,0.971602,-0.213518,2.27171,0.069532,-0.219954,1.75744
1770241749.68847,2,-0.220025,-0.189521,2.28578,0.068608,0.971672,1.72963
1770241764.85982,2,1.08814,-0.221182,2.26573,0.0683312,-0.336495,1.76708
1770241764.89258,2,1.08623,-0.219677,2.26643,0.06817,-0.334583,1.76543
1770241725.6876,1,0.0880004,-0.191715,2.283,0.0675633,0.663646,1.73293
1770241725.72223,1,0.0922313,-0.1866,2.28433,0.0661352,0.659414,1.72784
1770241770.01191,2,0.383419,-0.183115,2.28545,0.0655756,0.368226,1.72426
1770241770.05584,2,0.360625,-0.178342,2.2877,0.0650861,0.39102,1.71901
1770241749.8993,1,-0.119992,-0.146173,2.306,0.0642594,0.871636,1.682
1770241727.21579,2,0.785507,-0.207212,2.26917,0.0640011,-0.0338633,1.75329
1770241749.65606,2,-0.226609,-0.18366,2.28233,0.0626705,0.978251,1.72631
1770241764.91753,2,1.08073,-0.215482,2.25807,0.0588296,-0.329095,1.76603
1770241728.79572,1,0.990342,-0.210333,2.26027,0.0580572,-0.238703,1.76047
1770241725.78882,2,0.150493,-0.191428,2.272,0.0579726,0.601145,1.73823
1770241727.15407,2,0.75875,-0.201621,2.26511,0.0576562,-0.00711184,1.75051
1770241749.85426,1,-0.119472,-0.145539,2.296,0.0553077,0.871108,1.6865
1770241727.2005,2,0.770211,-0.202849,2.26092,0.0546647,-0.0185751,1.75369
1770241725.82119,3,0.156492,-0.187975,2.26873,0.053409,0.595143,1.7369
1770241749.62366,1,-0.119316,-0.145349,2.293,0.0526224,0.87095,1.68785
1770241765.01271,2,1.07542,-0.210439,2.25293,0.0518483,-0.323784,1.76427
1770241749.62375,2,-0.242193,-0.180714,2.27144,0.0517716,0.993827,1.72926
1770241764.97407,2,1.07491,-0.2119,2.25175,0.0515642,-0.323274,1.76613
1770241769.96777,2,0.42995,-0.187805,2.26627,0.0514223,0.321684,1.738
1770241728.17616,1,1.08675,-0.220118,2.24653,0.0512192,-0.335114,1.77585
1770241749.5876,2,-0.253056,-0.175949,2.2734,0.0510454,1.00469,1.72416
1770241725.78878,1,0.104162,-0.17928,2.271,0.0509397,0.647472,1.72825
1770241725.75317,1,0.0968043,-0.181196,2.269,0.0501748,0.654828,1.73091
1770241749.82042,1,-0.11916,-0.145159,2.29,0.0499369,0.870792,1.6892
1770241769.92135,2,0.455902,-0.189571,2.26027,0.0471554,0.295728,1.74255
1770241765.0555,2,1.07096,-0.207615,2.24688,0.0451894,-0.319336,1.76489
1770241725.857,2,0.166522,-0.185439,2.25855,0.0433476,0.585105,1.73985
1770241749.77269,1,-0.118691,-0.144588,2.281,0.0418803,0.870317,1.69326
1770241769.88745,2,0.47576,-0.191742,2.25282,0.0418324,0.275866,1.74819
1770241725.82114,2,0.111977,-0.177468,2.261,0.0413991,0.639649,1.73173
1770241727.12058,2,0.740893,-0.196696,2.24844,0.0407689,0.0107318,1.75467
1770241749.68843,1,-0.118587,-0.144461,2.279,0.0400899,0.870212,1.69416
1770241728.21991,1,1.09499,-0.21621,2.23529,0.0395435,-0.343369,1.77816
1770241749.52171,2,-0.279217,-0.168317,2.26318,0.038351,1.03084,1.72273
1770241749.55489,2,-0.267107,-0.171794,2.2599,0.0372833,1.01873,1.72739
1770241765.08828,2,1.06432,-0.203833,2.23913,0.0365921,-0.312696,1.76553
1770241765.12003,2,1.06303,-0.201568,2.23981,0.0360341,-0.311409,1.76324
1770241749.65597,1,-0.118327,-0.144145,2.274,0.0356142,0.869948,1.69641
1770241749.71674,1,-0.118327,-0.144145,2.274,0.0356142,0.869948,1.69641
1770241728.75781,1,1.00164,-0.206814,2.2356,0.0349973,-0.250017,1.76989
1770241769.84316,2,0.500305,-0.18961,2.245,0.0340266,0.251314,1.75029
1770241728.72006,2,1.02427,-0.206173,2.2332,0.0326198,-0.272653,1.77055
1770241725.92014,3,0.183521,-0.183826,2.24573,0.031482,0.568096,1.74493
1770241725.90746,3,0.171101,-0.183771,2.245,0.0308169,0.580516,1.74525
1770241765.1557,2,1.05943,-0.199439,2.2314,0.0276945,-0.30782,1.76564
1770241749.45602,2,-0.306618,-0.162079,2.2541,0.0273406,1.05823,1.72193
1770241728.25939,1,1.09974,-0.211702,2.22293,0.0266092,-0.348127,1.7805
1770241727.08849,1,0.727159,-0.190149,2.2349,0.0257614,0.0244542,1.75586
1770241727.06346,1,0.715058,-0.187097,2.2353,0.024556,0.0365542,1.75302
1770241765.22017,2,1.05716,-0.194099,2.22906,0.0229789,-0.305545,1.76221
1770241765.18716,2,1.0562,-0.196976,2.227,0.0226503,-0.304585,1.76574
1770241749.48913,1,-0.292137,-0.164933,2.24533,0.0212255,1.04375,1.72882
1770241725.9558,3,0.194102,-0.181534,2.2348,0.020901,0.557507,1.74847
1770241769.75999,2,0.562455,-0.183096,2.2313,0.0189619,0.189153,1.75159
1770241769.78691,2,0.543363,-0.185744,2.22975,0.0189454,0.208245,1.75466
1770241726.00412,3,0.206109,-0.181335,2.2323,0.0186523,0.545499,1.74956
1770241726.16384,2,0.273411,-0.178845,2.23275,0.0178373,0.478196,1.74719
1770241725.90742,2,0.126112,-0.172462,2.2365,0.0177343,0.625495,1.73978
1770241726.01633,2,0.218097,-0.178659,2.23067,0.0159009,0.533508,1.74808
1770241725.85685,1,0.11685,-0.169319,2.2355,0.015277,0.634755,1.73757
1770241749.42388,2,-0.318617,-0.156311,2.2426,0.0144921,1.07022,1.72276
1770241728.70197,2,1.03496,-0.201975,2.21407,0.013993,-0.283355,1.77658
1770241726.0767,3,0.24279,-0.178982,2.22817,0.0139255,0.508814,1.74962
1770241728.28704,1,1.10068,-0.207689,2.20979,0.0132348,-0.349081,1.78368
1770241727.02008,2,0.699394,-0.181941,2.2246,0.0127043,0.0522088,1.75397
1770241765.25558,2,1.05077,-0.190627,2.21786,0.0115486,-0.299164,1.76487
1770241749.35383,2,-0.354347,-0.149005,2.2433,0.0113794,1.10595,1.7161
1770241749.38714,2,-0.337036,-0.153616,2.23818,0.00930321,1.08864,1.72267
1770241765.28978,2,1.04997,-0.187918,2.2158,0.00840443,-0.298368,1.76357
1770241726.98751,1,0.685758,-0.178547,2.2202,0.0071819,0.0658406,1.75326
1770241749.32044,2,-0.36899,-0.142154,2.24245,0.0071795,1.12059,1.71061
1770241726.12021,1,0.259274,-0.177392,2.221,0.00694952,0.492324,1.75186
1770241725.9201,2,0.134563,-0.171498,2.224,0.00646446,0.617035,1.74526
1770241769.72309,2,0.579126,-0.177297,2.22,0.00629294,0.172471,1.75229
1770241728.32034,1,1.10277,-0.202497,2.204,0.00562102,-0.351173,1.78212
1770241726.00402,2,0.158838,-0.171344,2.222,0.00467943,0.592758,1.74614
1770241725.95576,2,0.14664,-0.171344,2.222,0.00466972,0.604956,1.74614
1770241765.31676,2,1.04774,-0.185849,2.2125,0.00450951,-0.296146,1.76345
1770241728.64531,1,1.04765,-0.199141,2.20425,0.00409855,-0.296058,1.77909
1770241726.95359,2,0.668863,-0.176299,2.217,0.00327113,0.0827317,1.75294
1770241728.60731,2,1.0629,-0.197888,2.20294,0.00234504,-0.311302,1.77867
1770241726.01627,1,0.170806,-0.171112,2.219,0.00198253,0.580789,1.74745
1770241726.18997,1,0.288503,-0.176405,2.21508,0.00136699,0.46309,1.754
1770241728.35297,1,1.10532,-0.199852,2.2,0.000834538,-0.353725,1.78185
1770241749.29039,2,-0.387014,-0.136216,2.23664,-0.000855411,1.13861,1.70843
1770241726.2553,1,0.322475,-0.17085,2.21531,-0.00121648,0.429117,1.74909
1770241769.69088,2,0.60221,-0.17016,2.21522,-0.00141597,0.149381,1.74854
1770241728.3842,1,1.10293,-0.197679,2.19675,-0.00306969,-0.351336,1.78162
1770241726.91318,2,0.652957,-0.171833,2.2122,-0.00313978,0.0986329,1.75151
1770241726.32335,1,0.359183,-0.165116,2.21377,-0.00540986,0.392406,1.74492
1770241726.28723,1,0.34205,-0.169531,2.21108,-0.00551323,0.409539,1.75008
1770241765.37517,2,1.04531,-0.179816,2.20406,-0.00582146,-0.293725,1.76251
1770241728.48722,2,1.09734,-0.195257,2.19469,-0.00607735,-0.345748,1.78057
1770241749.24086,1,-0.405049,-0.129929,2.23418,-0.00616233,1.15664,1.70424
1770241728.54997,1,1.08159,-0.196668,2.19338,-0.00651032,-0.330004,1.78245
1770241728.52148,1,1.09088,-0.195181,2.19381,-0.00687601,-0.339289,1.78094
1770241726.22055,1,0.302876,-0.173098,2.20533,-0.00870706,0.448709,1.75607
1770241743.80091,0,-1.5419,0.0572321,2.341,-0.00934867,2.29349,1.48875
1770241765.42037,2,1.04404,-0.179848,2.19981,-0.00947485,-0.292458,1.76468
1770241726.38698,2,0.39756,-0.158015,2.213,-0.00962816,0.354025,1.73918
1770241726.0766,2,0.194026,-0.17011,2.206,-0.0097268,0.557559,1.75315
1770241728.44023,2,1.09674,-0.195717,2.1894,-0.0104094,-0.345154,1.78363
1770241726.8728,1,0.63891,-0.167672,2.2056,-0.0109488,0.112673,1.75125
1770241726.35451,1,0.376592,-0.162027,2.20567,-0.0139501,0.374989,1.74634
1770241726.45468,2,0.435745,-0.147461,2.21408,-0.013991,0.315836,1.72952
1770241726.4233,1,0.415909,-0.152334,2.21117,-0.0140645,0.335672,1.7352
1770241749.15479,1,-0.465088,-0.123487,2.22836,-0.0144847,1.21667,1.70161
1770241726.48471,1,0.455608,-0.146358,2.21245,-0.015938,0.295972,1.72939
1770241726.81704,1,0.610258,-0.163654,2.20044,-0.0174501,0.141321,1.75038
1770241749.1874,1,-0.440827,-0.124328,2.22364,-0.0181213,1.19241,1.70473
1770241749.08724,1,-0.50948,-0.122728,2.22458,-0.0181662,1.26106,1.70287
1770241726.75394,2,0.586355,-0.160368,2.20144,-0.0182649,0.165223,1.74704
1770241726.79657,1,0.598108,-0.161601,2.20011,-0.0187843,0.153469,1.74878
1770241765.45522,2,1.04233,-0.17755,2.18988,-0.0192142,-0.290751,1.76771
1770241769.64407,2,0.619315,-0.160038,2.2004,-0.0193068,0.132262,1.74728
1770241726.69173,1,0.558591,-0.158986,2.20067,-0.0196561,0.192986,1.74624
1770241726.72535,1,0.57394,-0.158943,2.20022,-0.0200493,0.177637,1.74643
1770241749.12262,1,-0.485013,-0.123094,2.22192,-0.0202642,1.23659,1.70453
1770241749.05518,1,-0.531027,-0.123599,2.22055,-0.0212291,1.2826,1.70566
1770241726.54712,2,0.490457,-0.145896,2.20536,-0.0222642,0.261117,1.73257
1770241726.65322,2,0.537922,-0.155461,2.1959,-0.025567,0.21365,1.7456
1770241749.02218,0,-0.553632,-0.123199,2.21336,-0.0276485,1.3052,1.70894
1770241765.48907,2,1.03988,-0.175859,2.18043,-0.0282241,-0.288314,1.77102
1770241748.97672,1,-0.574369,-0.124013,2.21144,-0.0289111,1.32594,1.71061
1770241726.58738,1,0.5062,-0.147915,2.19464,-0.0304925,0.245369,1.73973
1770241726.62041,2,0.523092,-0.15087,2.18982,-0.0331462,0.228474,1.74471
1770241765.53782,2,1.03668,-0.171327,2.17325,-0.0367114,-0.285119,1.77073
1770241748.91643,1,-0.609892,-0.122504,2.201,-0.0387169,1.36145,1.71458
1770241769.585,2,0.667544,-0.136437,2.1804,-0.0484475,0.0840094,1.73701
1770241765.57665,2,1.03385,-0.165179,2.15687,-0.0539596,-0.282302,1.7737
1770241748.88798,1,-0.625907,-0.121601,2.1829,-0.0548094,1.37746,1.72294
1770241748.85498,0,-0.645909,-0.116965,2.17982,-0.059826,1.39745,1.72049
1770241765.62184,2,1.03369,-0.161762,2.15,-0.0616123,-0.28215,1.77422
1770241769.55687,1,0.688109,-0.124468,2.1698,-0.0636239,0.0634323,1.73203
1770241765.65641,2,1.03108,-0.157915,2.14769,-0.0655526,-0.279538,1.77206
1770241748.81177,1,-0.661008,-0.113754,2.17055,-0.0694635,1.41255,1.7224
1770241765.68724,2,1.03253,-0.153646,2.13933,-0.0749182,-0.280994,1.77259
1770241765.7179,2,1.03215,-0.151312,2.13769,-0.0775172,-0.280623,1.77141
1770241748.76803,0,-0.692009,-0.103835,2.15555,-0.0874439,1.44353,1.72141
1770241743.85556,0,-1.48065,0.0549584,2.248,-0.0884305,2.23217,1.53767
1770241769.53044,1,0.709477,-0.110135,2.146,-0.0913869,0.0420423,1.73167
1770241765.78677,2,1.03025,-0.146055,2.12012,-0.0953392,-0.278729,1.77574
1770241765.81952,2,1.03577,-0.145357,2.12031,-0.0955193,-0.284251,1.77504
1770241743.88787,0,-1.47143,0.0546162,2.234,-0.100335,2.22294,1.54503
1770241748.72303,1,-0.70288,-0.0988112,2.1435,-0.100387,1.45439,1.72316
1770241765.8563,2,1.0331,-0.144343,2.1135,-0.101914,-0.281589,1.77761
1770241765.88382,2,1.03122,-0.143098,2.10676,-0.108358,-0.27971,1.77993
1770241743.92094,0,-1.46484,0.0543717,2.224,-0.108839,2.21635,1.55029
1770241748.68758,1,-0.71431,-0.0926753,2.13391,-0.111772,1.46581,1.7227
1770241748.65498,0,-0.72525,-0.0877829,2.13164,-0.116213,1.47675,1.71963
1770241765.94034,2,1.03539,-0.138895,2.09941,-0.116824,-0.28389,1.78002
1770241765.98759,2,1.038,-0.137635,2.09989,-0.117046,-0.286501,1.77869
1770241766.01963,2,1.03599,-0.136688,2.09171,-0.124589,-0.284501,1.782
1770241769.4795,1,0.731347,-0.0930138,2.11433,-0.127348,0.0201438,1.73288
1770241766.08961,2,1.04091,-0.132382,2.08741,-0.130466,-0.28942,1.78045
1770241766.06657,2,1.03451,-0.134781,2.08572,-0.130718,-0.283021,1.78338
1770241743.88796,1,-1.48081,-0.0648121,2.1285,-0.131118,2.23229,1.70138
1770241748.62033,2,-0.735958,-0.0787553,2.116,-0.134276,1.48744,1.71973
1770241743.96301,0,-1.46253,-0.0569561,2.126,-0.137228,2.21402,1.69586
1770241766.1201,2,1.04085,-0.129869,2.07982,-0.138285,-0.28937,1.78211
1770241743.92104,1,-1.47129,-0.0616119,2.119,-0.140927,2.22277,1.70342
1770241743.98774,1,-1.4552,-0.0558592,2.121,-0.142092,2.20668,1.69744
1770241744.01998,0,-1.43849,0.0533938,2.184,-0.142852,2.18997,1.57133
1770241744.0201,2,-1.44786,-0.0539619,2.1154,-0.147878,2.19934,1.69863
1770241766.17636,2,1.03977,-0.124256,2.069,-0.150462,-0.2883,1.78273
1770241744.08712,1,-1.43611,-0.0498773,2.11433,-0.150851,2.18758,1.69564
1770241744.05444,1,-1.44182,-0.0512938,2.11313,-0.151184,2.19329,1.69747
1770241748.57564,2,-0.745947,-0.0690934,2.0995,-0.153405,1.49742,1.71972
1770241743.98764,0,-1.48172,-0.0497378,2.109,-0.155562,2.23319,1.69821
1770241744.05436,0,-1.42861,0.0530271,2.169,-0.155607,2.18008,1.57922
1770241748.62023,1,-0.765665,-0.0638834,2.098,-0.157346,1.51713,1.71598
1770241766.22314,1,1.03916,-0.119934,2.05918,-0.161125,-0.287697,1.78396
1770241744.13174,2,-1.42616,-0.0486336,2.1025,-0.161686,2.17762,1.70054
1770241748.57556,1,-0.77533,-0.0579862,2.093,-0.164647,1.52679,1.71341
1770241744.02007,1,-1.47118,-0.0522661,2.094,-0.167225,2.22264,1.70797
1770241766.25543,1,1.04159,-0.11583,2.05147,-0.169846,-0.29013,1.78431
1770241744.17392,2,-1.40988,-0.0431457,2.08957,-0.175604,2.16133,1.70233
1770241744.17382,0,-1.41281,0.0524403,2.145,-0.176016,2.16426,1.59184
1770241766.28782,1,1.04346,-0.112229,2.04606,-0.176334,-0.29201,1.78393
1770241748.51784,2,-0.756262,-0.0553132,2.08065,-0.176644,1.50771,1.71734
1770241769.42184,1,0.776606,-0.0660213,2.0724,-0.177136,-0.0251543,1.73075
1770241744.22247,1,-1.40588,-0.0397236,2.0895,-0.17739,2.15734,1.69941
1770241744.08705,0,-1.45202,-0.046274,2.083,-0.17973,2.20347,1.70835
1770241766.32382,1,1.04659,-0.107433,2.04294,-0.181441,-0.295138,1.78136
1770241744.1317,1,-1.44413,-0.0405759,2.084,-0.181738,2.19558,1.70293
1770241748.49023,2,-0.760854,-0.0475232,2.07771,-0.183119,1.5123,1.7121
1770241744.13154,0,-1.40688,0.0522203,2.136,-0.183669,2.15832,1.59657
1770241744.26164,1,-1.39803,-0.0348472,2.0835,-0.185025,2.14948,1.69823
1770241744.30839,2,-1.38914,-0.0304906,2.07875,-0.191317,2.14058,1.69687
1770241744.17389,1,-1.42901,-0.0375417,2.0745,-0.191458,2.18045,1.7051
1770241748.45766,2,-0.760108,-0.0425554,2.06847,-0.193602,1.51155,1.71248
1770241766.35144,1,1.04557,-0.102233,2.03153,-0.193921,-0.294137,1.78264
1770241748.51776,1,-0.785118,-0.0402745,2.06833,-0.194889,1.53656,1.71058
1770241744.26155,0,-1.41656,-0.0323229,2.068,-0.199693,2.168,1.70388
1770241744.22236,0,-1.42195,-0.0326819,2.067,-0.20038,2.17338,1.70469
1770241744.33624,2,-1.38245,-0.0289221,2.06875,-0.200736,2.13389,1.70057
1770241748.49014,1,-0.789891,-0.0345161,2.0635,-0.201972,1.54132,1.70804
1770241748.423,2,-0.762712,-0.0358455,2.05731,-0.20662,1.51414,1.71232
1770241766.41357,1,1.05179,-0.0951589,2.02061,-0.206912,-0.300366,1.78204
1770241744.30835,1,-1.40793,-0.0297509,2.06033,-0.207603,2.15936,1.70553
1770241744.36336,1,-1.38888,-0.0257476,2.06264,-0.207621,2.14031,1.70091
1770241769.40007,1,0.796917,-0.0525111,2.04425,-0.20824,-0.0454904,1.7333
1770241744.33621,1,-1.40428,-0.0271786,2.05971,-0.209433,2.1557,1.70362
1770241744.38764,2,-1.36892,-0.0242924,2.0612,-0.20958,2.12034,1.70038
1770241748.38783,1,-0.760364,-0.0280592,2.05028,-0.216621,1.51178,1.70915
1770241748.45758,1,-0.78994,-0.0275489,2.0504,-0.216797,1.54136,1.70864
1770241744.30825,0,-1.38053,0.0512424,2.096,-0.217682,2.13195,1.61761
1770241744.33613,0,-1.38053,0.0512424,2.096,-0.217682,2.13195,1.61761
1770241744.38759,1,-1.39309,-0.0214425,2.05157,-0.219349,2.14451,1.70278
1770241744.42496,2,-1.37834,-0.0202368,2.05142,-0.22008,2.12976,1.70182
1770241744.36325,0,-1.37526,0.0510468,2.088,-0.224485,2.12668,1.62182
1770241744.4539,1,-1.37514,-0.0162666,2.0478,-0.225203,2.12655,1.70022
1770241766.45494,1,1.0484,-0.089083,2.00124,-0.226707,-0.296984,1.78658
1770241748.3547,1,-0.761621,-0.021006,2.0418,-0.227501,1.51303,1.70734
1770241748.42291,1,-0.792485,-0.0201385,2.041,-0.228654,1.5439,1.70699
1770241744.4994,1,-1.36768,-0.0154756,2.0425,-0.230172,2.11909,1.70221
1770241744.42478,0,-1.36999,0.0508512,2.08,-0.231288,2.1214,1.62602
1770241769.36966,1,0.818595,-0.0422015,2.02155,-0.233022,-0.0671885,1.73586
1770241744.38751,0,-1.36802,0.0507779,2.077,-0.233839,2.11942,1.6276
1770241766.48699,1,1.0503,-0.0835935,1.99324,-0.236383,-0.298893,1.78588
1770241744.45382,0,-1.36538,0.0506801,2.073,-0.23724,2.11679,1.62971
1770241744.52801,1,-1.36193,-0.0111458,2.0364,-0.237619,2.11333,1.70155
1770241744.55496,3,-1.34074,-0.0117017,2.0356,-0.238012,2.09214,1.70244
1770241748.38776,0,-0.791661,-0.0156712,2.03171,-0.238925,1.54306,1.70782
1770241744.42491,1,-1.40808,-0.00611001,2.036,-0.240543,2.15948,1.69741
1770241748.32064,1,-0.765266,-0.0118319,2.02586,-0.245898,1.51666,1.70747
1770241744.58801,2,-1.35008,-0.00823074,2.02777,-0.246531,2.10147,1.70339
1770241744.55492,2,-1.3649,-0.0100543,2.02643,-0.246779,2.1163,1.70564
1770241766.51714,1,1.05284,-0.0791723,1.98306,-0.2474,-0.301443,1.7872
1770241744.49931,0,-1.35616,0.0503378,2.059,-0.249145,2.10756,1.63707
1770241744.61813,2,-1.34055,-0.00608006,2.02236,-0.252275,2.09194,1.70427
1770241748.27728,2,-0.75988,-0.00719936,2.02088,-0.252528,1.51127,1.70598
1770241748.35463,0,-0.792508,-0.00884291,2.01967,-0.252772,1.5439,1.70801
1770241744.52794,0,-1.34892,0.0500689,2.048,-0.258499,2.1003,1.64286
1770241744.55474,0,-1.34892,0.0500689,2.048,-0.258499,2.1003,1.64286
1770241744.58786,0,-1.34892,0.0500689,2.048,-0.258499,2.1003,1.64286
1770241769.31984,1,0.837124,-0.0315281,1.9956,-0.260796,-0.0857389,1.73974
1770241744.67446,2,-1.33058,-7.66403E-05,2.014,-0.262518,2.08196,1.70331
1770241744.55486,1,-1.38664,0.00500986,2.013,-0.265994,2.13802,1.69942
1770241766.5799,1,1.05621,-0.0698691,1.96616,-0.26668,-0.304832,1.7877
1770241744.58797,1,-1.377,0.00499492,2.007,-0.271157,2.12838,1.70246
1770241744.71966,1,-1.32279,0.00370958,2.00331,-0.273653,2.07417,1.70544
1770241744.61798,0,-1.33574,0.0495799,2.028,-0.275506,2.08712,1.65337
1770241744.75416,2,-1.31811,0.00680208,2.00208,-0.276267,2.06948,1.70338
1770241748.27718,1,-0.789748,0.0013081,1.99633,-0.278036,1.54112,1.71103
1770241744.61807,1,-1.37083,0.00497253,1.998,-0.27891,2.1222,1.70703
1770241766.61952,1,1.05729,-0.063903,1.95206,-0.281862,-0.305925,1.78967
1770241769.29129,1,0.853087,-0.0197621,1.97504,-0.28447,-0.101721,1.73997
1770241744.78831,1,-1.31154,0.0108634,1.99208,-0.286944,2.06291,1.70493
1770241744.82021,2,-1.30522,0.015378,1.99236,-0.288976,2.05658,1.70089
1770241748.2173,1,-0.766944,0.00913302,1.98573,-0.291124,1.5183,1.70963
1770241766.65395,1,1.05871,-0.0589017,1.94259,-0.292561,-0.307348,1.79014
1770241744.67441,1,-1.36397,0.0158612,1.988,-0.293034,2.11533,1.70267
1770241744.71955,0,-1.35851,0.021318,1.988,-0.295784,2.10987,1.69796
1770241744.85749,2,-1.29306,0.0185678,1.986,-0.29607,2.04441,1.70135
1770241748.19039,2,-0.757205,0.0151037,1.98347,-0.296082,1.50856,1.70562
1770241744.67431,0,-1.31928,0.0489687,2.003,-0.296764,2.07063,1.66652
1770241744.75405,0,-1.31664,0.048871,1.999,-0.300166,2.068,1.66863
1770241744.75413,1,-1.35407,0.0239685,1.9815,-0.30273,2.10542,1.69896
1770241766.68859,1,1.06075,-0.0530687,1.934,-0.302917,-0.309396,1.78944
1770241744.9019,1,-1.28724,0.0230386,1.98011,-0.303406,2.03859,1.70046
1770241744.85736,0,-1.31137,0.0486754,1.991,-0.306968,2.06272,1.67283
1770241744.93796,1,-1.27885,0.0245704,1.97563,-0.308045,2.03019,1.7014
1770241769.2399,1,0.870431,-0.0129735,1.94896,-0.310397,-0.119085,1.74727
1770241744.78823,0,-1.34894,0.0265863,1.974,-0.310521,2.10029,1.70048
1770241744.82017,1,-1.34148,0.0265459,1.971,-0.313085,2.09283,1.70203
1770241766.72074,1,1.06199,-0.0478201,1.92467,-0.313623,-0.310647,1.78962
1770241748.17953,2,-0.755849,0.0231693,1.96669,-0.314632,1.50719,1.70712
1770241744.82006,0,-1.30479,0.0484309,1.981,-0.315472,2.05613,1.67809
1770241744.98352,2,-1.2784,0.0286778,1.969,-0.315837,2.02974,1.7012
1770241748.19032,1,-0.789664,0.0192241,1.95983,-0.318588,1.541,1.71399
1770241744.98743,1,-1.26999,0.0301341,1.9585,-0.325629,2.02132,1.70525
1770241744.85745,1,-1.33604,0.0399072,1.963,-0.326731,2.08737,1.69454
1770241766.7559,1,1.05972,-0.0427651,1.90894,-0.329748,-0.308392,1.79319
1770241748.17937,1,-0.790782,0.0244758,1.94933,-0.330304,1.54211,1.71476
1770241744.90179,0,-1.32726,0.0398083,1.958,-0.33099,2.07859,1.69715
1770241748.13493,1,-0.771286,0.0303945,1.94839,-0.334092,1.52261,1.71013
1770241745.02,1,-1.25553,0.0339324,1.94689,-0.337558,2.00686,1.70783
