stamp,person_id,A_h,A_r,A_m,pos_x,pos_y,pos_z,roll,pitch,yaw,is_target,ptu_blind,bbox_u,bbox_v,bbox_w,bbox_h
1778096831.829901,1,0.963715,0.717267,0.691242,1.0608,-0.1307,1.5402,-0.000,8.060,-177.717,0,0,368,133,96,114
1778096831.829901,1,0.963329,0.717267,0.690964,1.0608,-0.1307,1.5402,-0.000,8.060,-177.717,0,0,367,133,95,114
1778096831.896627,1,0.964775,0.717317,0.692049,1.0608,-0.1288,1.5402,0.000,8.540,-177.237,0,0,367,133,95,113
1778096831.929995,1,0.964272,0.717317,0.691688,1.0608,-0.1288,1.5402,0.000,8.614,-176.903,0,0,367,132,95,113
1778096831.963362,1,0.962179,0.716825,0.689714,1.0604,-0.1288,1.5420,0.000,7.786,-177.616,0,0,367,133,95,111
1778096832.030104,1,0.959400,0.717365,0.688240,1.0608,-0.1270,1.5402,0.000,7.302,-177.024,0,0,366,133,95,111
1778096832.063485,1,0.961221,0.717365,0.689546,1.0608,-0.1270,1.5402,0.000,7.459,-177.524,0,0,366,133,95,111
1778096832.063485,1,0.960837,0.717365,0.689271,1.0608,-0.1270,1.5402,0.000,7.459,-177.524,0,0,366,132,95,113
1778096832.063485,1,0.958410,0.716873,0.687058,1.0608,-0.1270,1.5402,0.000,7.192,-177.875,0,0,366,132,95,113
1778096832.096842,1,0.959328,0.717498,0.688316,1.0604,-0.1270,1.5420,0.000,6.765,-177.821,0,0,366,132,95,113
1778096832.163581,1,0.961976,0.716873,0.689615,1.0604,-0.1270,1.5420,-0.000,7.143,-178.762,0,0,366,132,95,111
1778096832.163581,1,0.962461,0.716873,0.689962,1.0604,-0.1270,1.5420,-0.000,7.143,-178.762,0,0,366,132,95,114
1778096832.196947,1,0.961019,0.717006,0.689057,1.0604,-0.1270,1.5420,0.000,7.394,-178.446,0,0,366,131,95,113
1778096832.230306,1,0.965871,0.717006,0.692535,1.0628,-0.1273,1.5449,-0.000,7.156,-178.453,0,0,366,131,95,113
1778096832.263676,1,0.957768,0.717006,0.686726,1.0628,-0.1273,1.5449,-0.000,6.278,-178.833,0,0,366,131,95,113
1778096832.263676,1,0.958060,0.716382,0.686337,1.0628,-0.1273,1.5449,-0.000,6.278,-178.833,0,0,366,131,96,113
1778096832.330402,1,0.961226,0.716246,0.688474,1.0600,-0.1270,1.5438,0.000,6.540,-178.357,0,0,366,132,95,111
1778096832.363771,1,0.962596,0.716246,0.689456,1.0576,-0.1267,1.5409,0.000,7.049,-178.585,0,0,366,132,95,111
1778096832.363771,1,0.961219,0.716198,0.688423,1.0576,-0.1267,1.5409,0.000,7.429,-178.440,0,0,367,132,96,111
1778096832.430521,1,0.958937,0.716198,0.686789,1.0576,-0.1286,1.5409,-0.000,7.067,-177.548,0,0,367,131,96,111
1778096832.497259,1,0.959725,0.716334,0.687483,1.0600,-0.1288,1.5438,-0.000,7.571,-177.120,0,0,367,131,96,113
1778096832.497259,1,0.958681,0.716334,0.686736,1.0600,-0.1288,1.5438,-0.000,7.571,-177.120,0,0,367,132,96,110
1778096832.563998,1,0.962809,0.716198,0.689562,1.0576,-0.1286,1.5409,0.000,7.729,-178.018,0,0,367,131,97,111
1778096832.597367,1,0.956977,0.716334,0.685515,1.0600,-0.1288,1.5438,0.000,6.938,-177.130,0,0,367,131,97,111
1778096832.630736,1,0.961846,0.715707,0.688400,1.0572,-0.1286,1.5427,0.000,7.547,-178.120,0,0,368,132,96,111
1778096832.664110,1,0.960946,0.715659,0.687709,1.0572,-0.1304,1.5427,0.000,6.994,-178.983,0,0,368,131,97,113
1778096832.697479,1,0.960558,0.715659,0.687431,1.0572,-0.1304,1.5427,-0.000,6.994,-178.780,0,0,368,131,96,111
1778096832.697479,1,0.961324,0.715659,0.687980,1.0572,-0.1304,1.5427,-0.000,6.994,-178.780,0,0,368,130,97,113
1778096832.764216,1,0.958748,0.715168,0.685666,1.0568,-0.1304,1.5445,-0.000,6.369,-179.588,0,0,368,130,97,114
1778096832.797587,1,0.960100,0.715168,0.686634,1.0568,-0.1304,1.5445,0.000,6.856,-179.094,0,0,369,130,96,113
1778096832.797587,1,0.961135,0.714282,0.686521,1.0568,-0.1304,1.5445,0.000,6.856,-179.094,0,0,369,130,96,113
1778096832.864325,1,0.960772,0.715119,0.687067,1.0568,-0.1323,1.5445,0.000,6.693,179.997,0,0,369,130,97,113
1778096832.864325,1,0.962549,0.715119,0.688337,1.0568,-0.1323,1.5445,0.000,7.176,-179.768,0,0,369,130,97,113
1778096832.864325,1,0.966381,0.713793,0.689796,1.0568,-0.1323,1.5445,0.000,7.176,-179.768,0,0,369,129,97,113
1778096832.931063,1,0.969109,0.713793,0.691743,1.0527,-0.1319,1.5448,0.000,7.844,179.363,0,0,369,129,97,113
1778096832.997793,1,0.963603,0.714629,0.688619,1.0565,-0.1323,1.5463,-0.000,8.020,-178.594,0,0,369,130,96,114
1778096833.031145,1,0.964588,0.714282,0.688987,1.0530,-0.1319,1.5430,0.000,8.007,-178.918,0,0,369,130,97,114
